,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,description
722,623,Golurk,Golgantes,ゴルーグ (Goloog),5,0,0,0,Automaton Pokémon,2,Ground,Ghost,2.8,330.0,3,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55,90,70,169,Medium Fast,1,Mineral,,,25,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,"It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them."
723,624,Pawniard,Gladiantri,コマタナ (Komatana),5,0,0,0,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60,120,35,68,Medium Fast,1,Human-Like,,50.0,20,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,"They fight at Bisharp’s command. They cling to their prey and inflict damage by sinking their blades into it."
724,625,Bisharp,Caesurio,キリキザン (Kirikizan),5,0,0,0,Sword Blade Pokémon,2,Dark,Steel,1.6,70.0,3,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70,45,35,172,Medium Fast,1,Human-Like,,50.0,20,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,"Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey."
725,626,Bouffalant,Bisofank,バッフロン (Buffron),5,0,0,0,Bash Buffalo Pokémon,1,Normal,,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55,45,70,172,Medium Fast,1,Field,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"They charge wildly and headbutt everything. Their headbutts have enough destructive force to derail a train."
726,627,Rufflet,Geronimatz,ワシボン (Washibon),5,0,0,0,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60,190,70,70,Slow,1,Flying,,100.0,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger."
727,628,Braviary,Washakwil,ウォーグル (Warrgle),5,0,0,0,Valiant Pokémon,2,Normal,Flying,1.5,41.0,3,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80,60,70,179,Slow,1,Flying,,100.0,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"The more scars they have, the more respect these brave soldiers of the sky  get from their peers."
728,629,Vullaby,Skallyk,バルチャイ (Valchai),5,0,0,0,Diapered Pokémon,2,Dark,Flying,0.5,9.0,3,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60,190,35,74,Slow,1,Flying,,0.0,20,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,"They tend to guard their posteriors with suitable bones they have found. They pursue weak Pokémon."
729,630,Mandibuzz,Grypheldis,バルジーナ (Vulgina),5,0,0,0,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80,60,35,179,Slow,1,Flying,,0.0,20,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones."
730,631,Heatmor,Furnifraß,クイタラン (Kuitaran),5,0,0,0,Anteater Pokémon,1,Fire,,1.4,58.0,3,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65,90,70,169,Medium Fast,1,Field,,50.0,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"Using their very hot, flame-covered tongues, they burn through Durant’s steel bodies and consume their insides."
731,632,Durant,Fermicula,アイアント (Aiant),5,0,0,0,Iron Ant Pokémon,2,Bug,Steel,0.3,33.0,3,Swarm,Hustle,Truant,484,58,109,112,48,48,109,90,70,169,Medium Fast,1,Bug,,50.0,20,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,"Durant dig nests in mountains. They build their complicated, interconnected tunnels into mazes."
732,633,Deino,Kapuno,モノズ (Monozu),5,0,0,0,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,,,300,52,65,50,45,50,38,45,35,60,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,"They cannot see, so they tackle and bite to learn about their surroundings. Their bodies are covered in wounds."
733,634,Zweilous,Duodino,ジヘッド (Dihead),5,0,0,0,Hostile Pokémon,2,Dark,Dragon,1.4,50.0,1,Hustle,,,420,72,85,70,65,70,58,45,35,147,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,"Since their two heads do not get along and compete with each other for food, they always eat too much."
734,635,Hydreigon,Trikephalo,サザンドラ (Sazandora),5,0,0,0,Brutal Pokémon,2,Dark,Dragon,1.8,160.0,1,Levitate,,,600,92,105,90,125,90,98,45,35,270,Slow,1,Dragon,,50.0,40,1,0.5,0.5,0.5,0.5,2,2,1,0,1,0,2,1,0.5,2,0.5,1,4,"The heads on their arms do not have brains. They use all three heads to consume and destroy everything."
735,636,Larvesta,Ignivor,メラルバ (Merlarva),5,0,0,0,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,,Swarm,360,55,85,55,50,55,60,45,70,72,Slow,1,Bug,,50.0,40,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,"The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies."
736,637,Volcarona,Ramoth,ウルガモス (Ulgamoth),5,0,0,0,Sun Pokémon,2,Bug,Fire,1.6,46.0,2,Flame Body,,Swarm,550,85,60,65,135,105,100,15,70,248,Slow,1,Bug,,50.0,40,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,"A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales."
737,638,Cobalion,Kobalium,コバルオン (Cobalon),5,1,0,0,Iron Will Pokémon,2,Steel,Fighting,2.1,250.0,1,Justified,,,580,91,90,129,90,72,108,3,35,261,Slow,1,Undiscovered,,,80,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,"It has a body and heart of steel. Its glare is sufficient to make even an unruly Pokémon obey it."
738,639,Terrakion,Terrakium,テラキオン (Terrakion),5,1,0,0,Cavern Pokémon,2,Rock,Fighting,1.9,260.0,1,Justified,,,580,91,129,90,72,90,108,3,35,261,Slow,1,Undiscovered,,,80,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2,"Its charge is strong enough to break through a giant castle wall in one blow. This Pokémon is spoken of in legends."
739,640,Virizion,Viridium,ビリジオン (Virizion),5,1,0,0,Grassland Pokémon,2,Grass,Fighting,2.0,200.0,1,Justified,,,580,91,90,72,90,129,108,3,35,261,Slow,1,Undiscovered,,,80,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,"Its head sprouts horns as sharp as blades. Using whirlwind-like movements, it confounds and swiftly cuts opponents."
740,641,Tornadus Incarnate Forme,Boreos,トルネロス (Tornelos),5,1,0,0,Cyclone Pokémon,1,Flying,,1.5,63.0,2,Prankster,,Defiant,580,79,115,70,125,80,111,3,90,261,Slow,1,Undiscovered,,100.0,120,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away."
742,642,Thundurus Incarnate Forme,Voltolos,ボルトロス (Voltolos),5,1,0,0,Bolt Strike Pokémon,2,Electric,Flying,1.5,61.0,2,Prankster,,Defiant,580,79,115,70,125,80,111,3,90,261,Slow,1,Undiscovered,,100.0,120,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,"The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts."
744,643,Reshiram,Reshiram,レシラム (Reshiram),5,0,1,0,Vast White Pokémon,2,Dragon,Fire,3.2,330.0,1,Turboblaze,,,680,100,120,100,150,120,90,3,0,306,Slow,1,Undiscovered,,,120,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather."
745,644,Zekrom,Zekrom,ゼクロム (Zekrom),5,0,1,0,Deep Black Pokémon,2,Dragon,Electric,2.9,345.0,1,Teravolt,,,680,100,150,120,120,100,90,3,0,306,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,"This Pokémon appears in legends. In its tail, it has a giant generator that creates electricity."
746,645,Landorus Incarnate Forme,Demeteros,ランドロス (Landlos),5,1,0,0,Abundance Pokémon,2,Ground,Flying,1.5,68.0,2,Sand Force,,Sheer Force,600,89,125,90,115,80,101,3,90,270,Slow,1,Undiscovered,,100.0,120,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,"The energy that comes pouring from its tail increases the nutrition in the soil, making crops grow to great size."
748,646,Kyurem,Kyurem,キュレム (Kyurem),5,0,1,0,Boundary Pokémon,2,Dragon,Ice,3.0,325.0,1,Pressure,,,660,125,130,90,130,90,95,3,0,297,Slow,1,Undiscovered,,,120,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,"It can produce ultracold air. Its body is frozen."
751,647,Keldeo Ordinary Forme,Keldeo,ケルディオ (Keldeo),5,0,0,1,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,3,35,261,Slow,1,Undiscovered,,,80,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts."
753,648,Meloetta Aria Forme,Meloetta,メロエッタ (Meloetta),5,0,0,1,Melody Pokémon,2,Normal,Psychic,0.6,6.5,1,Serene Grace,,,600,100,77,77,128,128,90,3,100,270,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,"Many famous songs have been inspired by the melodies that Meloetta plays."
755,649,Genesect,Genesect,ゲノセクト (Genesect),5,0,0,1,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,,,600,71,120,95,120,95,99,3,0,270,Slow,1,Undiscovered,,,120,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,"This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back."
756,650,Chespin,Igamaro,ハリマロン (Harimaron),6,0,0,0,Spiny Nut Pokémon,1,Grass,,0.4,9.0,2,Overgrow,,Bulletproof,313,56,61,65,48,45,38,45,70,63,Medium Slow,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"descrição."
757,651,Quilladin,Igastarnish,ハリボーグ (Hariborg),6,0,0,0,Spiny Armor Pokémon,1,Grass,,0.7,29.0,2,Overgrow,,Bulletproof,405,61,78,95,56,58,57,45,70,142,Medium Slow,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"descrição."
758,652,Chesnaught,Brigaron,ブリガロン (Brigarron),6,0,0,0,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90.0,2,Overgrow,,Bulletproof,530,88,107,122,74,75,64,45,70,239,Medium Slow,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,"descrição."
759,653,Fennekin,Fynx,フォッコ (Fokko),6,0,0,0,Fox Pokémon,1,Fire,,0.4,9.4,2,Blaze,,Magician,307,40,45,40,62,60,60,45,70,61,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"descrição."
760,654,Braixen,Rutena,テールナー (Tairenar),6,0,0,0,Fox Pokémon,1,Fire,,1.0,14.5,2,Blaze,,Magician,409,59,59,58,90,70,73,45,70,143,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"descrição."
761,655,Delphox,Fennexis,マフォクシー (Mahoxy),6,0,0,0,Fox Pokémon,2,Fire,Psychic,1.5,39.0,2,Blaze,,Magician,534,75,69,72,114,100,104,45,70,240,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,"descrição."
762,656,Froakie,Froxy,ケロマツ (Keromatsu),6,0,0,0,Bubble Frog Pokémon,1,Water,,0.3,7.0,2,Torrent,,Protean,314,41,56,40,62,44,71,45,70,63,Medium Slow,1,Water 1,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"descrição."
763,657,Frogadier,Amphizel,ゲコガシラ (Gekogashira),6,0,0,0,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,,Protean,405,54,63,52,83,56,97,45,70,142,Medium Slow,1,Water 1,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"descrição."
764,658,Greninja,Quajutsu,ゲッコウガ (Gekkouga),6,0,0,0,Ninja Pokémon,2,Water,Dark,1.5,40.0,2,Torrent,,Protean,530,72,95,67,103,71,122,45,70,239,Medium Slow,1,Water 1,,87.5,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,"descrição."
766,659,Bunnelby,Scoppel,ホルビー (Horubee),6,0,0,0,Digging Pokémon,1,Normal,,0.4,5.0,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,255,70,47,Medium Fast,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"descrição."
767,660,Diggersby,Grebbit,ホルード (Horudo),6,0,0,0,Digging Pokémon,2,Normal,Ground,1.0,42.4,3,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78,127,70,148,Medium Fast,1,Field,,50.0,15,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,"descrição."
768,661,Fletchling,Dartiri,ヤヤコマ (Yayakoma),6,0,0,0,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,278,45,50,43,40,38,62,255,70,56,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"descrição."
769,662,Fletchinder,Dartignis,ヒノヤコマ (Hinoyakoma),6,0,0,0,Ember Pokémon,2,Fire,Flying,0.7,16.0,2,Flame Body,,Gale Wings,382,62,73,55,56,52,84,120,70,134,Medium Slow,1,Flying,,50.0,15,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,"descrição."
770,663,Talonflame,Fiaro,ファイアロー (Fiarrow),6,0,0,0,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,499,78,81,71,74,69,126,45,70,175,Medium Slow,1,Flying,,50.0,15,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,"descrição."
771,664,Scatterbug,Purmel,コフキムシ (Kofukimushi),6,0,0,0,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35,255,70,40,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"descrição."
772,665,Spewpa,Puponcho,コフーライ (Kofuurai),6,0,0,0,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,213,45,22,60,27,30,29,120,70,75,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"descrição."
773,666,Vivillon,Vivillon,ビビヨン (Viviyon),6,0,0,0,Scale Pokémon,2,Bug,Flying,1.2,17.0,3,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89,45,70,185,Medium Fast,1,Bug,,50.0,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,"descrição."
774,667,Litleo,Leufeo,シシコ (Shishiko),6,0,0,0,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72,220,70,74,Medium Slow,1,Field,,25.0,20,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5,"descrição."
775,668,Pyroar,Pyroleo,カエンジシ (Kaenjishi),6,0,0,0,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106,65,70,177,Medium Slow,1,Field,,25.0,20,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5,"descrição."
776,669,Flabébé,Flabébé,フラベベ (Flabebe),6,0,0,0,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,303,44,38,39,61,79,42,225,70,61,Medium Fast,1,Fairy,,0.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,"descrição."
777,670,Floette,Floette,フラエッテ (Floette),6,0,0,0,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,371,54,45,47,75,98,52,120,70,130,Medium Fast,1,Fairy,,0.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,"descrição."
778,671,Florges,Florges,フラージェス (Florges),6,0,0,0,Garden Pokémon,1,Fairy,,1.1,10.0,2,Flower Veil,,Symbiosis,552,78,65,68,112,154,75,45,70,248,Medium Fast,1,Fairy,,0.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,"descrição."
779,672,Skiddo,Mähikel,メェークル (Meecle),6,0,0,0,Mount Pokémon,1,Grass,,0.9,31.0,2,Sap Sipper,,Grass Pelt,350,66,65,48,62,57,52,200,70,70,Medium Fast,1,Field,,50.0,20,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"descrição."
780,673,Gogoat,Chevrumm,ゴーゴート (Gogoat),6,0,0,0,Mount Pokémon,1,Grass,,1.7,91.0,2,Sap Sipper,,Grass Pelt,531,123,100,62,97,81,68,45,70,186,Medium Fast,1,Field,,50.0,20,1,2,0.5,0.5,0,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"descrição."
781,674,Pancham,Pam-Pam,ヤンチャム (Yancham),6,0,0,0,Playful Pokémon,1,Fighting,,0.6,8.0,3,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43,220,70,70,Medium Fast,2,Field,Human-Like,50.0,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"descrição."
782,675,Pangoro,Pandagro,ゴロンダ (Goronda),6,0,0,0,Daunting Pokémon,2,Fighting,Dark,2.1,136.0,3,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58,65,70,173,Medium Fast,2,Field,Human-Like,50.0,25,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,"descrição."
783,676,Furfrou,Coiffwaff,トリミアン (Trimmien),6,0,0,0,Poodle Pokémon,1,Normal,,1.2,28.0,1,Fur Coat,,,472,75,80,60,65,90,102,160,70,165,Medium Fast,1,Field,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"descrição."
784,677,Espurr,Psiau,ニャスパー (Nyasper),6,0,0,0,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68,190,70,71,Medium Fast,1,Field,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"descrição."
785,678,Meowstic Male,Psiaugon,ニャオニクス (Nyaonix),6,0,0,0,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104,75,70,163,Medium Fast,1,Field,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"descrição."
787,679,Honedge,Gramokles,ヒトツキ (Hitotsuki),6,0,0,0,Sword Pokémon,2,Steel,Ghost,0.8,2.0,1,No Guard,,,325,45,80,100,35,37,28,180,70,65,Medium Fast,1,Mineral,,50.0,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,"descrição."
788,680,Doublade,Duokles,ニダンギル (Nidangill),6,0,0,0,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,448,59,110,150,45,49,35,90,70,157,Medium Fast,1,Mineral,,50.0,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,"descrição."
789,681,Aegislash Blade Forme,Durengard,ギルガルド (Gillgard),6,0,0,0,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,1,Stance Change,,,520,60,150,50,150,50,60,45,70,234,Medium Fast,1,Mineral,,50.0,20,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5,"descrição."
791,682,Spritzee,Parfi,シュシュプ (Shushupu),6,0,0,0,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,341,78,52,60,63,65,23,200,70,68,Medium Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,"descrição."
792,683,Aromatisse,Parfinesse,フレフワン (Frefuwan),6,0,0,0,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462,101,72,72,99,89,29,140,70,162,Medium Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,"descrição."
793,684,Swirlix,Flauschling,ペロッパフ (Peroppafu),6,0,0,0,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341,62,48,66,59,57,49,200,70,68,Medium Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,"descrição."
794,685,Slurpuff,Sabbaione,ペロリーム (Peroream),6,0,0,0,Meringue Pokémon,1,Fairy,,0.8,5.0,2,Sweet Veil,,Unburden,480,82,80,86,85,75,72,140,70,168,Medium Fast,1,Fairy,,50.0,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,"descrição."
795,686,Inkay,Iscalar,マーイーカ (Maaiika),6,0,0,0,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45,190,70,58,Medium Fast,2,Water 1,Water 2,50.0,20,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,"descrição."
796,687,Malamar,Calamanero,カラマネロ (Calamanero),6,0,0,0,Overturning Pokémon,2,Dark,Psychic,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73,80,70,169,Medium Fast,2,Water 1,Water 2,50.0,20,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2,"descrição."
797,688,Binacle,Bithora,カメテテ (Kametete),6,0,0,0,Two-Handed Pokémon,2,Rock,Water,0.5,31.0,3,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50,120,70,61,Medium Fast,1,Water 3,,50.0,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"descrição."
798,689,Barbaracle,Thanathora,ガメノデス (Gamenodes),6,0,0,0,Collective Pokémon,2,Rock,Water,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68,45,70,175,Medium Fast,1,Water 3,,50.0,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"descrição."
799,690,Skrelp,Algitt,クズモー (Kuzumo),6,0,0,0,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30,225,70,64,Medium Fast,2,Dragon,Water 1,50.0,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,"descrição."
800,691,Dragalge,Tandrak,ドラミドロ (Dramidoro),6,0,0,0,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44,55,70,173,Medium Fast,2,Dragon,Water 1,50.0,20,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,"descrição."
801,692,Clauncher,Scampisto,ウデッポウ (Udeppou),6,0,0,0,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330,50,53,62,58,63,44,225,70,66,Slow,2,Water 1,Water 3,50.0,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"descrição."
802,693,Clawitzer,Wummer,ブロスター (Bloster),6,0,0,0,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500,71,73,88,120,89,59,55,70,100,Slow,2,Water 1,Water 3,50.0,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"descrição."
803,694,Helioptile,Eguana,エリキテル (Erikiteru),6,0,0,0,Generator Pokémon,2,Electric,Normal,0.5,6.0,3,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70,190,70,58,Medium Fast,2,Dragon,Monster,50.0,20,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,"descrição."
804,695,Heliolisk,Elezard,エレザード (Elezard),6,0,0,0,Generator Pokémon,2,Electric,Normal,1.0,21.0,3,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109,75,70,168,Medium Fast,2,Dragon,Monster,50.0,20,1,1.25,0,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1,"descrição."
805,696,Tyrunt,Balgoras,チゴラス (Chigoras),6,0,0,0,Royal Heir Pokémon,2,Rock,Dragon,0.8,26.0,2,Strong Jaw,,Sturdy,362,58,89,77,45,45,48,45,70,72,Medium Fast,2,Dragon,Monster,87.5,30,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,"descrição."
806,697,Tyrantrum,Monargoras,ガチゴラス (Gachigoras),6,0,0,0,Despot Pokémon,2,Rock,Dragon,2.5,270.0,2,Strong Jaw,,Rock Head,521,82,121,119,69,59,71,45,70,182,Medium Fast,2,Dragon,Monster,87.5,30,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2,"descrição."
